Q12_OTHER_TEXT,Q13_OTHER_TEXT,Q14_OTHER_TEXT,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q16_OTHER_TEXT,Q17_OTHER_TEXT,Q18_OTHER_TEXT,Q19_OTHER_TEXT,Q20_OTHER_TEXT,Q21_OTHER_TEXT,Q24_OTHER_TEXT,Q25_OTHER_TEXT,Q26_OTHER_TEXT,Q27_OTHER_TEXT,Q28_OTHER_TEXT,Q29_OTHER_TEXT,Q2_OTHER_TEXT,Q30_OTHER_TEXT,Q31_OTHER_TEXT,Q32_OTHER_TEXT,Q33_OTHER_TEXT,Q34_OTHER_TEXT,Q5_OTHER_TEXT,Q9_OTHER_TEXT
,,,,,,Jupyter Lab,,,,,,,,,,,,,,,,,,,,Machine learning engineer ,
,,,I often use Excel in my day.,,,,,,,,,,,,,,,RapidMiner,,,,SAS,,,,,
,,SQL,,,,,,,,,,Tableau,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,I use python.,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,C,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Notebook, Visual Studio Code",,,,,,,,,,,,,,,,,,,,,
,One fourth labs,,,,,"Pandas, sklearn and other lib functions",,,,,,,,,,,,,,,,,,,,,
,,,,,,JuptyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, SQL developer",,,,,,Tableau,,,,,,,,,,,,,,,
,,Jaspersoft Studio,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sas and jupyter,,,,,,Sas,,,,,,,,,,,,,,,,,
,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Many more,,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anaconda,,,,,,,,,,,,,,,,,,,,,
,,,"MS Excel, Google Sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jyputer notebook,,,,,,,,,,,,,,,,,,,,,
udemy,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,The product IS an AI. I build it.
,,,,,,"Rstudio,Python",,,,C#,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Lab, notebooks, PyCharm",,,,,,,,,,,,,,Puppy,,,,,,,
,,,,,,Julia,,,,Julia,Julia,"Winston, Makie, Plots",,,,,,"Knet, Flux",,,,,,,,,
,,,excel,,,,,,,c#,,,,,,,,chainer,,,,,,,,,
,Intellipaat ,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,Fresher,
,,,Great tools ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R Sutdio, Jupyter",,,,"VB, C#",,,,,,,,,,,,,,,,,
,,,,,,,"A mix of tableau, BI as well moving to cloud",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Documents etc.,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel + our own tools,,,,,,,C#,C#,Our own tools,,"Clustering, SVMs, ...",,,,"Brightwire, ML.NET",,,,,,,,,
,"mlcourse.ai, dlcourse.ai",,,,,JupyterHub,,,,,,,,,,,,CatBoost,,,,,,,,,
,,,,,,Python based libraries,,,,,,,,,,,,,,,,,,,,,
,with the guidance of sir,colabs,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Kaggle,,,,,,,,,,,,,,,,,,,,
,,,,,,Python Jupyter,,,local jupyter,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Continuing Education,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,For my employ,,,,,,,,,,,,,,,,,,,,,,,
,,,I have used Microsoft Excel for data analyze,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and Excel (couldn't write in 2 boxes),,,,,,,,,,,,,,,,,,,,,
SAP developer community,,,,,,"Tensor Flow, Python PyCharm",,,,ABAP Objects,,,,Kohonen SOM,,,,,,,,,,,,Manager Application Development,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"excel, mssql",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Microsoft excel, google sheet",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,I use jupyterlab when it comes to working with Data,,,,,,,,,,,,,,,,,,,,,
,youtube man,,,,,"RStudio,pytohn libraries for data science ",,,,,,,,,,,,,,,,,,,,,
,,,I'm use basic software at student level,,,,,,,,,,,,,,,,,,,,,,,,
,,,Numbers,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab ,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,"Hubspot, Salesforce",,,,Salesforce/Hubspot,,,,,,,,,,,,,,,,,,,,,Digital Marketer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notbook,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Lab,,,,,,,,,,,,,,,,,,,,,
,,,,"SAS, R, Python",,,,,,,,,,,,,,,,,,,,,,,
,Packt,,,,,Jpynb,,,,Abap,,Echarts,,,,,,Catboost,,,,,Azure text analitics,,,It director,
,,,,,,Python AI and ML,,,,,,,,,,,,,,,,,,,,,
,,,MS Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,Used excel sheet for training the machine,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, vim, python",,,,,,,,,,,,,,,,,,,,bioinformatician,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sap dasr board,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"alteryx, tableau. python, R",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PyCharm,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,edWisor,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,C#,,,,,,,,,,,,,,,,,
,,Apache Spark,,,,,,Intellij Idea,,Scala,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"python, pandas, sklearn",,,,,,,,,,,,,,,,,,,Sybase IQ,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python@JupyterLab ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,Enginner ,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,mlcourse.ai,,,,,jupyternotebook,,,,,,,,,,,,,,,,,,,,,
,In-house Workshop,,,,,,"GCP, Google Colab",,,,,,,,,,,,,,,,,,,,
,,,Microsoft excell,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Also R studio on a Server,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Insofe,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Spyder, jupyter notebook",,,Anaconda,,,,,K -means clustering,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SAS eg ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Wolfram mathematica,,Wolfram mathematica,,Wolfram mathematica,,Wolfram mathematica,,,,,,Wolfram mathematica,,,,,,,,,
,,matplotlib,,,,,,Vim,,,,,,,,,,,,,,,,,,,
,,,,,,Pyrhon,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP with python installation ,,,,,,,,,,,,,,,,,,,Security Engineer ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,Analytics Consultant,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,djdjjs,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"PyCharm, VSCode, RStudio",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,Basic,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,Pytorch,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,IBM,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter, Kaggle Kernel",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,"Excel, Cognos, Tableau",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,aws sagemaker,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Numpy, Pandas, Matplotlib",,,,,,,,,,,,,,,,,,,,,
,,,,,,,Google colab,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,"Sql , db extracts spreadsheets for lighter workloads",,,,,,,C#,Bash is awesome tho ,,,,,,,,,,ECS,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,SAS ,,,,,,SAS ,,,,,,,,,,,,,,,,,
,,       free text ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Power BI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Studio. Spark,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebooks,,,,,,,,,,,,,,,,,,,,Machine Learning Consultant,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,Technical Trainer,
,,,,,Reports,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,ruby,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,In-house developed tools,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pycharm,,,,,,,,,,,,,,,,,,,,,
,,,most user friendly,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,Julia,,,,,,,,,,,,,,,,,
,EdWisor.com,,,,,"Spyder, jupyternotebook, Rstudio",,,,,,,,,,,,,,,,,,,,,
,,tibco,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel for compiling my data,,,,,,,,,,,,,,,,,,,,,,,,
bilibili,,,,,,jupyterlab,,,,,,,but i wana to use gpu,,,,,,,,,,,,,,
,Work,,,,,R python SAS Tableau,,,,,,,,,,,,,,,,,,,,,
,,,,"python, R",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupiter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JUPYTERLAB,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,Sas,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MIT OpenCourseware,,,,,Jupyter,,Python IDLE,,,,,,,,,,,,,,,,,,,
,,,,,,i am using Rstudio an d jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,That’s all ,,,,,,,,,,,,,,,,,,,,,,,
,Eduonix,,"Python, Matplot, Numpy",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Stata,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Scikitlearn tensor flow,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,"MySQL Client, Tableau",,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,Chief Innovation Officer,
,,,,,,,,,,,,,,,,,,,,,,,,,,Sysadmin,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,R studio,,,,,,,,,,,,,,,,,,,,,
Medium Digest,Upgrad,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,Drive Test Engineer,
,,,,,,,Python + Google Cloud,,,,,,,,,,,,,,,,,,,,
Kdnuggets,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Aws,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLabs,,,,,,,,,,,,,,,,,,,,,
,,"python, matlab",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,Emeritus.org,,,,,MS Sql Mgmt Studio,,SQL Server Mgmt Studio,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Rstudio, Jupyterlab",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,WingIDE,,,,,,,,,,,,,,,,,,,
,,,,"SPSS, SAS, R",,,,,,,,,,,,,OWL,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Salesforce, sap bi, tableau, power bi",,,,,,,,,,,,,,,,,,,,,Marketing Automation,
,,,Because those are convenient and easy to use for primary level student.  ,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn ,Fiap,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"JupyterLab, python",,,,,,,,,,,,,,,,,,,,,
,,,,,"SQL Server, Tableau",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Camp,Yandex school,,,,,Dockers,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Python lib,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Knife ,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, Jupyter, python",,,,,,,,,,,,,,,,,,,,,
datacamp,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,simplilearn,,,,,juypterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python and Jupyter Notebooks,,,,,,,,,,,,,,,,,,,,,
,Books,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"R, Python, Jupyter Notebooks",,,,,,,,,,,,,,,,,,,,,Teradata,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Analytics Vidhya,,,"SPSS, SAS, STATA, R, RStudio, Excel",,,,,,,,,,,,,,,,,,,,,,,
,,Python ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Matlab, Excel",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebooks / Own developed stuff,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
"Company Internal portals and forums, Blogs","BITS Pilani, India",,"MS Excel, Google Charts, Microsoft Power BI, Anakonda, Jupyter Notebook etc.",,,,,,Anakonda ,,,Google  Charts,,,,,,,,,,,,,,,I am a Technical Project Manager and I involve with customer product owner and my teams to analyse and suggest business decisions.
,,,,,,"Python, Tensorflow",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,using python scipy,,,,Ruby,,,,,,,,,,,,,,,,,
,,,,,,,Domino,,Domino,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,aws sagemaker,Wing Pro,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, pandas, Jupyterlab",,,,,,,,,,,,,,,,,,,,Technical Consultant,
,,,,,,Jupyter Notebook,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,With basic excel,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter, bash, vi, ...",,,,,python,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter notebook, kaggle, google collab",,,,,,,,,,,,,,,,,,,,,
,,,,,,Python mostly,,,,Rust,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter, R, emacs",,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,C#,,,,,,,,,,,,,,,,,
,,,Ms Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,,
,,,,,,self development ,,,blogs,C#,,Ml.NET ,,,,,,ML.NET ,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook or google colab,,,,Python is the main,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,ML engineer,
,cognitiveclass.ai,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,in the process of changing qualifications to IT,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,Go,,,,,,,,,,,,,,,,CTO,
,,,,,,Python Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,EXCEL,,,,,,,,,,,,,,,,,,,,,,,Facilities Executive,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,IT Manager,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,spyder,,,,,,,,,,,,,,,,,,,,Teacher,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter notebooks, PyCharm",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,Lecturer ,
,,Metabase,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Spss,,,,,,C#,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Use basic algorithms ,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quora,,,,,,"JupyterLab, Spyder, Ipython",,,,,,,,,,,,,,,,,,,,,
,,Python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,Xcode,,C#,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Only excel,,,,,,,VBA,,,,,,,,,,,,,,,,Actuary,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Spyder, Jupyter Notebook",,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,xd,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Pandas, tensorflow, keras",,,,,,,,,,,,,,,,,,,,,
,,RStudio with PostGIS and PostgreSQL,,,,,,,,,,,,,,,,,,,,custom postgresql (working w spatial data),,,postgis,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, jupyter notebook",,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,C#,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"AWS, Azure",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, jupyterlab",,,,,,,,,,,,,,,,,,,,Enviromental Toxicology,
,,,,,,"Python, Matplotlib, seaborn",,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio ,,,,,,,,,,,,,,,,,,,,,
,,,,"SAS, Python",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,pandas,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, waka",,"Code block, eclipse",Acer,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,power bi,,,,,,,,,,,,,,,,,,,,,business intelligence,
,,,,,,"r, python",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"PyTorch, Sagemaker",,,,,,,,,,,,,,,,,,,Mentor,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,Data analysis,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter Notebook, ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MonkeyLearn,,,,,,,,,,,,,,,,,,,,
www.npte.ac.in,www.nptel.ac.in,,,,,JupyterLab,,,,C#,,,,,,,,,,,,,,,,,
,,,Csv,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS Sagemaker,,,,,,,,,,,,,,Sagemaker,,,,,,
,,,,,,"JupyterLab,JupyterNotebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,I usually work with RStudio and Python,,,,,,,,,,,,,,,,,,,,Risk Consultant,
,,,,"SAS, SQL, Tableau, Python in AWS Sagemaker in that orde",,,,,,SAS,,,,,,,,,,,,,,,IBM Netezza,,
,,,,,,jupyter,,,,,,,,,,,,,DigitalOcean,,,,,,,,
